utc_time,x,y,z,satellites,rms_residual_m,pdop,initial_guess_method,lat_deg,lon_deg,velocity_mps,kept_measurement
2026-03-21 15:18:15,4436914.617621247,3085262.92119131,3376315.7321239687,"E02,E06,E10,E25",2.634178031930877e-09,5.671197484471727,previous_point_guess,32.16873018920232,34.81329335484375,,True
2026-03-21 15:18:17,4436919.271924512,3085259.4866586872,3376317.142016323,"E02,E06,E10,E12,E36",0.5716162362863912,3.222805208111394,previous_point_guess,32.16873201899619,34.81323528725803,2.9768418532431413,True
2026-03-21 15:18:19,4436921.279002764,3085257.8048839443,3376307.488554751,"E02,E06,E10,E36",2.634178031930877e-09,4.693499006142426,previous_point_guess,32.16865502747268,34.8132084997548,5.001151110309578,True
2026-03-21 15:18:21,4436919.675819542,3085260.3198711327,3376328.1457646154,"E02,E06,E10,E12,E36",0.3187617152403106,3.2219744104539436,previous_point_guess,32.168812139890285,34.81324009529387,10.43570405364395,True
2026-03-21 15:18:23,4436917.067703981,3085251.3655607356,3376315.008688729,"E02,E06,E10,E12,E36",2.139235070969956,3.2215633980241227,previous_point_guess,32.1687466834204,34.81317793846981,8.055505948105505,True
2026-03-21 15:18:25,4436904.446918218,3085252.462820818,3376320.593168477,"E02,E06,E10,E25,E36",1.074225568115081,4.219200110649745,previous_point_guess,32.168836054989164,34.81326388079293,6.922330297885029,True
2026-03-21 15:18:27,4436923.30549545,3085257.147961847,3376321.769336975,"E02,E06,E10,E25",2.634178031930877e-09,5.64262160922284,previous_point_guess,32.16875785207945,34.81319051561942,9.733702455986398,True
2026-03-21 15:18:29,4435935.05390501,3084747.9698135057,3375763.296854657,"E02,E06,E10,E12,E36",556.2850911494211,3.220447115561883,motion_prediction_guess,32.16978623202464,34.814740344940475,622.0520690147497,False
2026-03-21 15:18:31,4436896.810295188,3085231.6947346274,3376316.863863928,"E02,E09,E25,E36",1.862645149230957e-09,22.441303277779664,previous_point_guess,32.16889461707857,34.81312932632914,605.2688632158885,False
2026-03-21 15:18:33,4436924.616381052,3085223.277048369,3376318.954719875,"E02,E06,E10,E25,E36",1.027100188691988,4.212740605369461,previous_point_guess,32.16882404086926,34.81288774934519,14.563718031621784,True
2026-03-21 15:18:35,4436953.6810336765,3085222.1155480384,3376330.3679720997,"E02,E06,E10,E25,E36",0.6771575901744676,4.211130523525682,previous_point_guess,32.16879977636699,34.81270171837327,15.623423452841653,True
2026-03-21 15:18:37,4436957.787070724,3085205.4165199203,3376333.714595504,"E02,E06,E10,E25",1.862645149230957e-09,5.61915177433438,previous_point_guess,32.16885490910923,34.812531507446664,8.759522939854692,True
2026-03-21 15:18:39,4432628.542480805,3083435.644696963,3374818.0909440666,"E02,E06,E10,E25,E36",154.21786604167116,4.2086670516792655,motion_prediction_guess,32.179209203349416,34.82333902117077,2458.2293463728715,False
2026-03-21 15:18:41,4436720.873631789,3085086.1952973283,3376208.8046567044,"E02,E06,E11,E25",3.725290298461914e-09,682.1155770061473,previous_point_guess,32.16916211329665,34.81292771507956,2313.3080298677337,False
2026-03-21 15:18:43,4436998.821891624,3085177.3169567673,3376404.45081629,"E02,E06,E10,E34",0.0,8.291854032554069,motion_prediction_guess,32.169310130712525,34.81203854233013,175.95156416210688,True
2026-03-21 15:18:49,4436977.384078535,3085145.2059248243,3376322.327772271,"E02,E06,E11,E36",0.0,13.40991971507927,previous_point_guess,32.168855773675666,34.81188878083802,15.124384800542892,True
2026-03-21 15:18:51,4437008.891457922,3085153.6096927635,3376348.6215693746,"E02,E06,E10,E25",2.634178031930877e-09,5.586796751235044,previous_point_guess,32.168909250409826,34.81177123199006,20.944581862114173,True
2026-03-21 15:18:53,4436987.303905036,3085151.74772781,3376357.229919721,"E02,E06,E10,E25",3.226196034939731e-09,5.582223796460783,previous_point_guess,32.1690651631866,34.811885684500346,11.657541000988704,True
2026-03-21 15:18:55,4437003.982814671,3085154.8673030282,3376372.4128127308,"E02,E06,E10,E25",2.634178031930877e-09,5.57765694802947,motion_prediction_guess,32.16910676181044,34.811811888946636,11.384616992662771,True
2026-03-21 15:18:57,4436971.267319935,3085146.072730464,3376351.8652561647,"E02,E06,E10,E25,E36",0.7930740630663773,4.193693391945069,motion_prediction_guess,32.16910298364694,34.811933348519844,19.81066747482026,True
2026-03-21 15:18:59,4436961.263179964,3085148.4022334022,3376361.0177397607,"E02,E06,E10,E25",0.0,5.568572828290747,motion_prediction_guess,32.16920589999977,34.812014177549564,6.878905372110524,True
2026-03-21 15:19:01,4436946.1556461975,3085146.8211051445,3376370.0813596346,"E02,E06,E10,E25",2.634178031930877e-09,5.564046067985898,previous_point_guess,32.16933897482553,34.81209185495863,8.844302520616779,True
2026-03-21 15:19:03,4436925.023506266,3085153.8470881986,3376370.392651906,"E02,E06,E10,E25",0.0,5.55953072799939,previous_point_guess,32.169405396275614,34.812280920530654,11.135850650461144,True
2026-03-21 15:19:05,4436924.700919129,3085145.414520982,3376407.597533741,"E02,E06,E10,E25",1.862645149230957e-09,5.55502456008155,motion_prediction_guess,32.16971378284538,34.81220946977471,19.07495402810303,True
2026-03-21 15:19:07,4436910.237031125,3085150.386519016,3376409.0302386996,"E02,E06,E10,E25",1.862645149230957e-09,5.550532015749977,previous_point_guess,32.169768108339106,34.81234029564324,7.680778999008981,True
2026-03-21 15:19:09,4436911.188449695,3085158.7531964476,3376446.045136802,"E02,E06,E10,E25,E36",5.029193579424645,4.18434933420163,previous_point_guess,32.17002397306647,34.81240736668887,18.980313288088833,True
2026-03-21 15:19:11,4436894.514540181,3085149.203073884,3376442.085783176,"E02,E06,E10,E25",2.634178031930877e-09,5.541579692882698,motion_prediction_guess,32.170085657606734,34.81242515836776,9.8094416329912,True
2026-03-21 15:19:13,4436884.3630726505,3085149.818373201,3376459.7722992958,"E02,E06,E10,E12,E34",8.695311653255652,4.65773843615231,previous_point_guess,32.1702589968179,34.81249195894552,10.20102615810536,True
2026-03-21 15:19:15,4436869.094132674,3085148.440892616,3376474.708859704,"E02,E06,E10,E25",1.862645149230957e-09,5.53267434665381,previous_point_guess,32.170436980676186,34.812572388095916,10.702088786762546,True
2026-03-21 15:19:17,4436839.380786005,3085143.927956143,3376478.0808710763,"E02,E06,E10,E25",1.862645149230957e-09,5.52824254076855,previous_point_guess,32.17059222520546,34.81271295396659,15.121342752441361,True
2026-03-21 15:19:19,4436857.595437008,3085159.803099591,3376523.8592471858,"E02,E06,E10,E12,E36",1.2252017963250352,3.2106234978973447,motion_prediction_guess,32.17082634509727,34.81274089310608,25.88171849903138,True
2026-03-21 15:19:21,4436847.531978195,3085151.788250854,3376512.627060503,"E02,E06,E10,E12,E36",1.4795181280585408,3.210257025398732,motion_prediction_guess,32.17080224818774,34.812732038221235,8.539218659328581,True
