UTC_Time,Lat,Lon,Alt,Velocity (m/s)
2026-03-21 15:15:53,32.1689277977796,34.81261764166073,183.12974887434393,8.54
2026-03-21 15:15:54,32.168936024773046,34.81260099825468,186.9170036977157,4.2
2026-03-21 15:15:55,32.168936024773046,34.81260099825468,186.9170036977157,0.0
2026-03-21 15:15:56,32.16890562993939,34.81251271689052,202.10145696811378,17.64
2026-03-21 15:15:57,32.168905408539786,34.812513419989514,202.1404914194718,0.08
2026-03-21 15:15:58,32.168905408539786,34.812513419989514,202.1404914194718,0.0
2026-03-21 15:15:59,32.16872068070107,34.81310735302477,229.2154799932614,0.0
2026-03-21 15:16:00,32.16867095848311,34.81264027422797,165.45957860909402,0.0
2026-03-21 15:16:01,32.168734892590976,34.81271552987151,154.18749066907912,15.09
2026-03-21 15:16:02,32.168726476367375,34.81271552987151,153.60047410894185,1.1
2026-03-21 15:16:03,32.168726476367375,34.81271552987151,153.60047410894185,0.0
2026-03-21 15:16:04,32.168962533065,34.81302410569477,111.98221910558641,0.0
2026-03-21 15:16:05,32.16899838587321,34.81306042724971,117.2971490509808,7.47
2026-03-21 15:16:06,32.169018199834184,34.813036967463496,113.8038567956537,4.68
2026-03-21 15:16:07,32.16899838587321,34.81306042724971,117.2971490509808,4.68
2026-03-21 15:16:08,32.1689850862199,34.81315566295098,112.88436983898282,10.12
2026-03-21 15:16:09,32.16898174264121,34.813166448021065,113.48680827394128,1.24
2026-03-21 15:16:10,32.16898174264121,34.813166448021065,113.48680827394128,0.0
2026-03-21 15:16:11,32.168944298718145,34.81328535545977,120.0883565703407,13.66
2026-03-21 15:16:12,32.168944246088,34.81328535545977,120.08468570094556,0.01
2026-03-21 15:16:13,32.16875662349535,34.8133790021177,153.17667088843882,0.01
2026-03-21 15:16:14,32.168570098543775,34.81355804723284,205.36428743321449,0.01
2026-03-21 15:16:15,32.16857588353531,34.81355804723284,205.76778106484562,0.76
2026-03-21 15:16:16,32.168429116463926,34.81348972256506,231.64441422838718,31.24
2026-03-21 15:16:17,32.168570098543775,34.81355804723284,205.36428743321449,31.25
2026-03-21 15:16:18,32.168429116463926,34.81348972256506,231.64441422838718,31.25
2026-03-21 15:16:19,32.168542549634736,34.81366390202935,211.64488867856562,28.78
2026-03-21 15:16:20,32.16856350428912,34.813552886430465,204.5044687325135,12.89
2026-03-21 15:16:21,32.16815159163325,34.81335605032259,73.05872124992311,12.89
2026-03-21 15:16:22,32.16768868384051,34.81348307778326,154.6748932208866,12.89
2026-03-21 15:16:23,32.16851804174904,34.81348307778326,212.51998500246555,12.89
2026-03-21 15:16:24,32.16864604365885,34.81348307778326,221.44792657531798,16.77
2026-03-21 15:16:25,32.16869719548426,34.8135616222848,212.42936398182064,12.98
2026-03-21 15:16:26,32.16869719548426,34.8135616222848,212.42936398182064,0.0
2026-03-21 15:16:27,32.16950281596263,34.81393273159879,70.39470054022968,0.0
2026-03-21 15:16:28,32.169785451927986,34.81391227827174,20.56645419448614,0.0
2026-03-21 15:16:29,32.169785451927986,34.81391227827174,20.56645419448614,0.0
2026-03-21 15:16:30,32.169785451927986,34.81391227827174,20.56645419448614,0.0
2026-03-21 15:16:31,32.16769160075669,34.813835542873576,142.27834762632847,0.0
2026-03-21 15:16:32,32.16769203888337,34.813659219892614,128.64671779144555,21.5
2026-03-21 15:16:33,32.16756896244045,34.81364722484929,163.90132255852222,37.82
2026-03-21 15:16:34,32.168687722842066,34.81364722484929,241.93163622822613,37.82
2026-03-21 15:16:35,32.168687722842066,34.81364722484929,241.93163622822613,0.0
2026-03-21 15:16:36,32.168687722842066,34.81364722484929,241.93163622822613,0.0
2026-03-21 15:16:37,32.16885483881702,34.81364225295038,212.467535790056,34.81
2026-03-21 15:16:38,32.16980366181702,34.813692070146764,45.18740744329989,34.81
2026-03-21 15:16:39,32.16980366181702,34.813692070146764,45.18740744329989,0.0
2026-03-21 15:16:40,32.16980366181702,34.813692070146764,45.18740744329989,0.0
2026-03-21 15:16:41,32.16899945761664,34.813113051688006,181.550188543275,0.0
2026-03-21 15:16:42,32.168742898208464,34.81351374662367,226.78365976177156,0.0
2026-03-21 15:16:43,32.168742898208464,34.81351374662367,226.78365976177156,0.0
2026-03-21 15:16:44,32.16868649545148,34.813692858236685,236.72801915276796,20.58
2026-03-21 15:16:45,32.16898307447213,34.813734297427544,260.6251903017983,20.58
2026-03-21 15:16:46,32.1692439859612,34.81413493468107,214.6246002279222,20.58
2026-03-21 15:16:47,32.16913367665637,34.814297332384484,171.05670986138284,20.58
2026-03-21 15:16:48,32.16922288479001,34.814168590020046,155.3288916638121,22.2
2026-03-21 15:16:49,32.169580410534316,34.8140248342723,123.80400814954191,22.2
2026-03-21 15:16:50,32.16973823796299,34.81370195827651,64.47149779740721,22.2
2026-03-21 15:16:51,32.169862090263294,34.81483934384651,-139.57387595903128,22.2
