time,x,y,z,velocity_mps,num_sats,satellites,rms_residual_m,lat_deg,lon_deg,alt_m
2026-03-21 15:16:02.418879+00:00,4436137.041251408,3084821.788799903,3374771.0523524345,7.629981967066812,6,"G10,G23,G32,E02,E12,G27",10.193810818816527,32.16121131930623,34.81416016354328,-1516.2645050622523
2026-03-21 15:16:04.418879+00:00,4436127.35045836,3084821.7335128477,3374762.865628404,6.34304691968238,5,"G10,G27,E02,E06,E10",34.641131527977855,32.161187158134844,34.814218349734546,-1527.3844107659534
2026-03-21 15:16:06.418879+00:00,4436118.911075318,3084822.1763703865,3374756.109148191,5.409929153929458,5,"G10,G27,E02,E06,E10",12.159363653203084,32.16116761964425,34.81427329689275,-1536.6324646994472
2026-03-21 15:16:08.418879+00:00,4436111.336838899,3084823.061733853,3374750.4523165575,4.747437991357319,5,"G02,G10,G27,E06,E10",23.0842062152584,32.16115185461049,34.814326859013285,-1544.4799990141764
2026-03-21 15:16:10.418879+00:00,4436104.320280934,3084824.260613001,3374745.630657313,4.298772928535371,5,"G10,G27,E02,E06,E10",34.645567060022906,32.161139409143146,34.8143797744986,-1551.3438369259238
2026-03-21 15:16:12.418879+00:00,4436097.748735962,3084825.65846265,3374741.461044499,3.9536330750430815,5,"G10,G27,E02,E06,E10",41.20814957419659,32.16112964302305,34.81443172818726,-1557.4551239749417
2026-03-21 15:16:14.418879+00:00,4436091.511905019,3084827.1401817454,3374737.796977351,3.691847090511043,5,"G10,G27,E02,E06,E10",14.308223247469035,32.161122187893554,34.81448238575714,-1563.0241339262575
2026-03-21 15:16:16.418879+00:00,4436085.508806853,3084828.586327832,3374734.5766049502,3.4820728202040305,5,"G02,G10,G27,E06,E10",25.963097385141484,32.161117296959105,34.81453131868582,-1568.2117035249248
2026-03-21 15:16:18.418879+00:00,4436079.748082924,3084829.889993105,3374731.766820719,3.270335256327724,5,"G10,G27,E02,E06,E10",10.909858627246857,32.16111497642199,34.814577543919974,-1573.081120225601
2026-03-21 15:16:20.418879+00:00,4436074.327219764,3084831.0478675696,3374729.353220233,3.0229082842199717,5,"G10,G27,E02,E06,E10",38.27682665691005,32.161114741076496,34.814620442445126,-1577.5738963549957
2026-03-21 15:16:24.418879+00:00,4436064.763596234,3084832.9392787847,3374725.822963645,2.4279754178962456,5,"G10,G27,E02,E06,E10",39.24396312071703,32.161120298865384,34.81469480769899,-1585.1858535734937
2026-03-21 15:16:26.418879+00:00,4436060.798363978,3084833.6777953636,3374726.7894329815,2.073797034326505,5,"G02,G10,G27,E06,E10",26.016425879125514,32.16114128552606,34.81472524298621,-1587.0703906230628
2026-03-21 15:16:28.418879+00:00,4436057.427558539,3084834.3012046767,3374730.932574586,2.688707441855765,5,"G10,E02,E06,E10,G27",41.21669658868453,32.16118450190879,34.81475107747829,-1586.9064675457776
2026-03-21 15:16:30.418879+00:00,4436054.577151253,3084834.809063268,3374739.6119579985,4.574779734272876,5,"G02,G27,E02,E06,E11",11.691315702972377,32.16126062282271,34.814772755478884,-1584.0220409240574
2026-03-21 15:16:36.418879+00:00,4436050.050141528,3084836.6561017465,3374803.886607385,14.705645853753015,5,"G02,G10,G27,E06,E10",30.7376874074618,32.161764210311205,34.81481624260071,-1552.061803127639
2026-03-21 15:16:38.418879+00:00,4436052.89660226,3084839.106838239,3374845.8080690643,21.044698841980974,5,"G02,G10,G27,E06,E10",30.502122856669295,32.162066382941795,34.814820345718935,-1526.5836182488129
2026-03-21 15:16:40.418879+00:00,4436056.145653109,3084841.6973366635,3374888.668120407,21.530507510340602,6,"G08,G27,E02,E06,E25,G32",22.22135320827061,32.16237374992528,34.81482322826475,-1500.2582720266655
2026-03-21 15:16:46.418879+00:00,4436069.586259986,3084850.6770055704,3375019.733551265,22.04565289802511,6,"G02,G32,E04,E09,E11,E25",28.932079171746253,32.16329694014571,34.81482003360946,-1416.80724548921
2026-03-21 15:16:50.418879+00:00,4436072.628344472,3084852.6743727266,3375054.355494432,9.061907427288832,5,"G02,G27,E02,E06,E11",5.667553736577246,32.16354383505437,34.814819005413625,-1395.2971339961514
